ID;English;Chinese Simplified;Chinese Traditional;Czech;Danish;German;Greek;Finnish;French;Indonesian;Italian;Japanese;Korean;Dutch;Norwegian;Polish;Portugese;Spanish;Swedish;Tagalog
1200004549;Vegetation;植物;植物;ROSTLINSTVO;PLANTER;Pflanzen;ΒΛΑΣΤΗΣΗ;Kasvit;Végétation;TUMBUH-TUMBUHAN;Vegetazione;草木，草本;초목;PLANTENGROEI;PLANTER;ROŚLINNOŚĆ;Vegetação;VEGETACIÓN;VÄXTLIGHET;PANANIM
1200004550;Veil;帕子;帕子;ZÁVOJ;SLØR;Schleier;;Verho;Voile;SELUBUNG;Velo;ベール;베일;SLUIER;SLØR;ZASŁONA;Véu;VELO;SLÖJA;TALUKBONG
1200004551;Vengeance;复仇，伸冤;復仇，伸冤;POMSTA;HÆVN;Rache;ΕΚΔΙΚΗΣΗ;Kosto;Vengeance;BALAS, PEMBALASAN;Vendetta;復しゅう;복수;WRAAK;HEVN;POMSTA;Vingança;VENGANZA;HÄMND;PAGHIHIGANTI
1200004552;Venom;毒液;毒液;JED;GIFT;Gift (von Tieren);ΔΗΛΗΤΗΡΙΟ;Myrkky;Venin;BISA;Veleno;毒液;독액;GIF (VAN DIEREN);GIFT;JAD;Peçonha;PONZOÑA;GIFT;KAMANDAG
1200004553;Vermilion;朱红漆;朱紅漆;RUMĚLKA;CINNOBER;Zinnober;ΚΙΝΝΑΒΑΡΙ;Oranssinpunainen;Vermillon;MERAH TERANG;Cinabro;朱色;주홍색;VERMILJOEN;SINOBER;CYNOBER;Vermelhão;BERMELLÓN;CINNOBER;MATINGKAD NA PULA
1200004554;Versions;圣经译本;聖經譯本;PŘEKLADY BIBLE;BIBELOVERSÆTTELSER;Übersetzungen und Textausgaben;ΜΕΤΑΦΡΑΣΕΙΣ ΤΗΣ ΑΓΙΑΣ ΓΡΑΦΗΣ;Raamatunkäännökset;Versions;TERJEMAHAN ALKITAB;Versioni;聖書の訳本;성서 역본;VERTALINGEN VAN DE BIJBEL;BIBELOVERSETTELSER;PRZEKŁADY BIBLII;Versões;VERSIONES;BIBELÖVERSÄTTNINGAR;BERSIYON, MGA
1200004555;Vessels;器皿，器具;器皿，器具;NÁDOBY;KAR;Gefäße;ΣΚΕΥΗ;Astiat;Récipients;BEJANA;Recipienti;器;그릇;VATEN;;NACZYNIA;Vasos;RECIPIENTES;KÄRL;SISIDLAN
1200004556;Village;村;村;VESNICE;LANDSBY;Dorf;ΧΩΡΙΟ;Kylä;Village;DESA;Villaggio;村;마을;DORP;LANDSBY;WIEŚ;Vila;ALDEA;BY;NAYON
1200004557;Vine;葡萄;葡萄;RÉVA;VINSTOK, VINTRÆ;Weinrebe, Weinstock;ΚΛΗΜΑ;Viiniköynnös;Vigne, vignoble;ANGGUR, TANAMAN;Vite;ぶどうの木;포도나무;WIJNSTOK;VINRANKE;WINOROŚL;Videira;VID;VINRANKA, VINSTOCK;BAGING
1200004558;Vinegar;醋;醋;OCET;EDDIKE;Essig;ΞΙΔΙ;Etikka;Vinaigre;CUKA;Aceto;酢;식초;AZIJN;EDDIK;OCET;Vinagre;VINAGRE;ÄTTIKA;SUKÀ
1200004559;Vine of Sodom;所多玛的葡萄树;所多瑪的葡萄樹;SODOMSKÁ RÉVA;SODOMAS VINSTOK;Weinstock Sodoms;ΚΛΗΜΑ ΤΩΝ ΣΟΔΟΜΩΝ;Sodoman viiniköynnös;Vigne de Sodome;TANAMAN ANGGUR SODOM;Vite di Sodoma;ソドムのぶどうの木;소돔의 포도나무;WIJNSTOK VAN SODOM;SODOMAS VINRANKE;WINOROŚL SODOMY;Sodoma, Videira de;VID DE SODOMA;SODOMS VINSTOCK;PUNONG UBAS NG SODOMA
1200004560;Vineyard;葡萄园;葡萄園;VINICE;VINGÅRD;Weingarten;ΑΜΠΕΛΙ;Viinitarha;Vignoble;KEBUN ANGGUR;Vigna;ぶどう園;포도원;WIJNGAARD;VINGÅRD;WINNICA;Vinhedo;VIÑA;VINGÅRD;UBASAN
1200004561;Viper;;;ZMIJE;GIFTSLANGE, GIFTSNOG;Otter, Viper;ΟΧΙΑ;Kyykäärme;Vipère;;Vipera;まむし;독사;ADDER;HOGGORM;ŻMIJA;Víbora;VÍBORA;HUGGORM;ULUPONG
1200004562;Viper, Horned;;;ZMIJE ROHATÁ;HORNSLANGE;Hornviper;ΟΧΙΑ, ΚΕΡΑΣΦΟΡΑ;Sarvikyy;Vipère cornue;ULAR-BANDOTAN-BERTANDUK;Vipera cornuta;つのまむし;뿔북살무사;HOORNADDER;HORNSLANGE;ŻMIJA ROGATA;Víbora cornuda;VÍBORA CORNUDA;HORNORM;ULUPONG, MAY-SUNGAY NA
1200004563;Virgin;处女，独身的人;處女，獨身的人;PANNA;JOMFRU;Jungfrau;ΠΑΡΘΕΝΑ;Neitsyt;Vierge;PERAWAN;Vergine;処女，童貞の人;처녀;MAAGD;JOMFRU;DZIEWICA;Virgem;VIRGEN;JUNGFRU;BIRHEN, DALAGA
1200004564;Vision;异象;異象;VIDĚNÍ;SYN;Vision;ΟΡΑΜΑ;Näky;Vision;PENGLIHATAN;Visione;幻;환상;VISIOEN;SYN;WIZJA;Visão;VISIÓN;SYN;PANGITAIN
1200004565;Visionary;传达异象的使者;傳達異象的使者;VIZIONÁŘ;;Visionenseher;ΟΡΑΜΑΤΙΣΤΗΣ;Näkyjennäkijä;Visionnaire;PELIHAT;Visionario;幻を見る者;환시가;VISIONAIR;SYN-SEER;WIZJONER;Visionário;HOMBRE DE VISIONES;SYNSKÅDARE;TAGAPANGITAIN
1200004566;Voice;声音，语声;聲音，語聲;HLAS;STEMME;Stimme;ΦΩΝΗ;Ääni;Voix;SUARA;Voce;声;음성, 목소리;STEM;RØST;GŁOS;Voz;VOZ;RÖST;TINIG
1200004567;Vophsi;沃夫西;沃夫西;VOFSI;VOFSI;Wophsi;ΒΑΥΣΙ;Vofsi;Vophsi;WOFSI;Vofsi;ボフシ;웝시;WOFSI;VOFSI;WAFSI;Vofsi;VOFSÍ;VOFSI;VOPSI
1200004568;Vow;誓愿;誓願;SLAVNOSTNÍ SLIB;LØFTE;Gelübde;ΕΥΧΗ;Juhlallinen lupaus;Vœu;IKRAR;Voto;誓約;서원;GELOFTE;LØFTE;ŚLUB;Voto;VOTO;LÖFTE;PANATA
1200004569;Vulture;秃鹫;禿鷲;SUP;GRIB;Geier;ΓΥΠΑΣ;Korppikotka;Vautour;ELANG BANGKAI;Avvoltoio;はげわし;민목독수리;GIER;GRIBB;SĘP;Abutre;BUITRE;GAM;BUWITRE
1200004570;Wages;工价;工價;NÁJEM;LØN;;;;;UPAH;Paga;報酬;;;;;;SALARIO;;
1200004571;Wagon;车;車;VŮZ;VOGN;;ΑΜΑΞΑ;Vankkurit;Chariot;PEDATI;Carro;車，荷車;수레;WAGEN;;WÓZ;Carroça;CARRUAJE, CARRETA;;KARWAHE, KARITON
1200004572;Walls;墙;牆;ZDI;MUR;Mauern, Wände;ΤΟΙΧΟΙ, ΤΕΙΧΗ;Muurit, seinät;Murs, murailles;DINDING;Muro;壁，城壁，へい;벽, 성벽, 담;MUREN, WANDEN;MURER, VEGGER;MURY;Muros;MUROS;MURAR, VÄGGAR;PADER, DINGDING
1200004573;War;战争;戰爭;VÁLKA;KRIG;Krieg;ΠΟΛΕΜΟΣ;Sota;Guerre;PERANG;Guerra;戦争，戦い;전쟁;OORLOG;KRIG;WOJNA;Guerra;GUERRA;KRIG;DIGMAAN
1200004574;War Club;战棒;戰棒;VÁLEČNÝ KYJ;STRIDSKØLLE;Kriegskeule;ΠΟΛΕΜΙΚΟ ΡΟΠΑΛΟ;Sotanuija;Massue;GADA PERANG;Mazza da guerra;戦闘用のこん棒;전투용 곤봉;STRIJDKNOTS;STRIDSKLUBBE;MACZUGA WOJENNA;Clava de guerra;GARROTE DE GUERRA;STRIDSKLUBBA;PAMALONG PANDIGMA
1200004575;Warp;经线;經線;OSNOVA;KÆDEGARN;Kette;ΣΤΗΜΟΝΙ;Loimi;Chaîne;LUNGSIN;Ordito;縦糸;날실;SCHERING;RENNING;OSNOWA;Urdidura;URDIMBRE;VARP;HIBLANG PAAYON
1200004576;Wars of Jehovah, Book of the;《耶和华的战记》;《耶和華的戰記》;KNIHA JEHOVOVÝCH VÁLEK;JEHOVAS KRIGE, BOGEN OM;Buch der Kriege Jehovas;ΒΙΒΛΙΟ ΤΩΝ ΠΟΛΕΜΩΝ ΤΟΥ ΙΕΧΩΒΑ;Jehovan sotien kirja;Guerres de Jéhovah (Livre des);PERANG YEHUWA, BUKU;Guerre di Geova, Libro delle;エホバの戦いの書;여호와의 전쟁기;OORLOGEN VAN JEHOVAH, HET BOEK VAN DE;JEHOVAS KRIGER, BOKEN OM;KSIĘGA WOJEN JEHOWY;Guerras de Jeová, Livro das;GUERRAS DE JEHOVÁ, LIBRO DE LAS;JEHOVAS KRIG, BOKEN OM;DIGMAAN NI JEHOVA, AKLAT NG MGA
1200004577;Washing of Feet;洗脚;洗腳;UMÝVÁNÍ NOHOU;FODVASKNING;Fußwaschung;ΠΛΥΣΙΜΟ ΠΟΔΙΩΝ;Jalkojen peseminen;Lavement des pieds;CUCI, MENCUCI KAKI;Lavare i piedi;足を洗う;발 씻는 일;VOETWASSING;VASKING AV FØTTER;OBMYWANIE STÓP;Lavagem dos pés;LAVAR LOS PIES;TVÄTTNING AV FÖTTER;PAGHUHUGAS NG MGA PAA
1200004578;Washing of Hands;洗手;洗手;UMÝVÁNÍ RUKOU;HÅNDVASKNING;Händewaschen;ΠΛΥΣΙΜΟ ΧΕΡΙΩΝ;Käsien peseminen;Lavement des mains;CUCI, MENCUCI TANGAN;Lavarsi le mani;手を洗う;손 씻는 일;HANDWASSING;VASKING AV HENDER;OBMYWANIE RĄK;Lavar as mãos;LAVARSE LAS MANOS;TVÄTTNING AV HÄNDER;PAGHUHUGAS NG MGA KAMAY
1200004579;Watch;更;更;HLÍDKA;NATTEVAGT;Nachtwache;ΝΥΧΤΕΡΙΝΗ ΦΥΛΑΚΗ;Vartio;Veille;GILIRAN JAGA;Veglia;見張り時;야경시;WAKE;VAKT, NATTEVAKTSPERIODE;STRAŻ NOCNA;Vigília;VIGILIA;NATTVÄKT;PAGBABANTAY
1200004580;Watchman;守望的人;守望的人;STRÁŽNÝ;VÆGTER;Wächter;;;Guetteur, garde, gardien;;Sentinella;見張りの者;파수꾼;WACHTER;VAKTMANN;STRAŻNIK;Vigia;ATALAYA;VÄKTARE;BANTAY
1200004581;Watchtower;守望台;守望台;STRÁŽNÍ VĚŽ;VAGTTÅRN;Wachtturm;ΣΚΟΠΙΑ;Vartiotorni;Tour de garde;MENARA PENGAWAL;Torre di Guardia;物見の塔;파수대;WACHTTOREN;VAKTTÅRN;STRAŻNICA;Torre de vigia;;VAKTTORN;BANTAYAN
1200004582;Water;水;水;VODA;VAND;Wasser;ΝΕΡΟ;Vesi;Eau;AIR;Acqua;水;물;WATER;VANN;WODA;Água;AGUA;VATTEN;TUBIG
1200004583;Water Gate;水门;水門;VODNÍ BRÁNA;VANDPORTEN;Wassertor;;Vesiportti;;;;水の門;물 문;WATERPOORT;VANNPORTEN;WODNA, BRAMA;Águas, Portão das;;VATTENPORTEN;TUBIG, PINTUANG-DAAN NG
1200004584;Watermelon;西瓜;西瓜;MELOUN;VANDMELON;Wassermelone;ΚΑΡΠΟΥΖΙ;Vesimeloni;Pastèque;SEMANGKA;Cocomero;すいか;수박;WATERMELOEN;VANNMELON;ARBUZ;Melancia;SANDÍA;VATTENMELON;PAKWAN
1200004585;Wave Offering;摇祭;搖祭;OBĚŤ POHUPOVÁNÍ;SVINGNINGSOFFER;Webeopfer;ΚΙΝΗΤΗ ΠΡΟΣΦΟΡΑ;Heilutusuhri;Offrande balancée;;;振揺の捧げ物;흔들 제물;BEWEEGOFFER;SVINGEOFFER;KOŁYSANA, OFIARA;Oferta movida;;VIFTOFFER;IKINAKAWAY, HANDOG NA
1200004586;Waw;瓦（希伯来字母译音）;瓦（希伯來字母譯音）;WAW;WAW;Waw;ΒΑΒ;Waw;Waw;WAW;Waw;ワーウ;와우;WAW;WAW;WAW;Vau;WAW;WAW;WAW
1200004587;Wax;蜡;蠟;VOSK;VOKS;Wachs;ΚΕΡΙ;Vaha;Cire;LILIN;Cera;ろう;밀랍;WAS;VOKS;WOSK;Cera;CERA;VAX;PAGKIT
1200004588;Way, The;道，道路;道，道路;;VEJEN;Weg, Der;ΟΔΟΣ, Η;;Voie (La);;Via;道;;WEG, DE;VEIEN;;Caminho, O;CAMINO, EL;VÄGEN;DAAN, ANG
1200004589;Weaning;断奶;斷奶;ODSTAVENÍ;AFVÆNNING;Entwöhnung;ΑΠΟΓΑΛΑΚΤΙΣΜΟΣ;Vieroittaminen;Sevrage;SAPIH, MENYAPIH;Svezzamento;乳離れ;젖을 뗌;SPENEN;AVVENNING;ODSTAWIENIE OD PIERSI;Desmama;DESTETE;AVVÄNJNING;PAG-AWAT SA SUSO
1200004590;Weapons;武器;武器;;;;;;;;;;;;;ORĘŻ;;;;SANDATA
1200004591;Weaving;编织;編織;TKANÍ;VÆVNING;Weben;ΥΦΑΝΣΗ;Kutominen;Tissage;TENUN, MENENUN;Tessitura;機織り;직조, 베 짜기;WEVEN;VEVING;TKACTWO;Tecelagem;TEJER;VÄVNING;PAGHAHABI
1200004592;Weeds;毒麦，杂草，刺草;毒麥，雜草，刺草;PLEVEL;UKRUDT;Unkraut;ΑΓΡΙΟΧΟΡΤΑ, ΖΙΖΑΝΙΑ;Rikkakasvit;Herbes (Mauvaises);LALANG;Erbacce, Zizzanie;雑草;잡초;ONKRUID;UGRESS;CHWASTY;Ervas daninhas;MALA HIERBA, YERBAJO;OGRÄS;PANIRANG-DAMO
1200004593;Week;七天，星期;七天，星期;TÝDEN;UGE;Woche;ΕΒΔΟΜΑΔΑ;Viikko;Semaine;MINGGU;Settimana;週;주(週), 주간;WEEK;UKE;TYDZIEŃ;Semana;SEMANA;VECKA;SANLINGGO
1200004594;Weeks, Festival of;;;;;Wochen, Fest der;;;Semaines (Fête des);;;;;WEKENFEEST;;TYGODNI, ŚWIĘTO;;;;SANLINGGO, KAPISTAHAN NG MGA
1200004595;Weeping;哀哭;哀哭;PLÁČ;GRÅD;Weinen;ΚΛΑΜΑ;Itkeminen;Pleurs;TANGIS, MENANGIS;Pianto;泣く;울음;WENEN;GRÅT;PŁACZ;Choro;LLANTO;GRÅT;PAGTANGIS
1200004596;Weights and Measures;度量衡;度量衡;MÍRY A;MÅL OG VÆGT;Maße und Gewichte;ΜΕΤΡΑ ΚΑΙ ΣΤΑΘΜΑ;Mitat;Poids et mesures;TIMBANGAN DAN UKURAN;Pesi e misure;度量衡;도량형;MATEN EN GEWICHTEN;MÅL OG VEKT;MIARY I;Pesos e medidas;PESOS Y MEDIDAS;MÅTT OCH VIKT;PANIMBANG AT PANUKAT, MGA
1200004597;Well;井;井;STUDNA;BRØND;Brunnen;ΠΗΓΑΔΙ;Kaivo;Puits;SUMUR;Pozzo;井戸;우물;PUT (II);BRØNN;STUDNIA;Poço;POZO;BRUNN;BALON
1200004598;West;西;西;ZÁPAD;VEST;Westen;ΔΥΣΗ;Länsi;Ouest;BARAT;Ovest, Occidente;西;서쪽;WESTEN, HET;VEST;ZACHÓD;Oeste (ocidente);OESTE;VÄSTER;KANLURAN
1200004599;Wheat;小麦;小麥;PŠENICE;HVEDE;Weizen;ΣΙΤΑΡΙ;Vehnä;Blé;GANDUM;Grano, Frumento;小麦;밀;TARWE;HVETE;PSZENICA;Trigo;TRIGO;VETE;TRIGO
1200004600;Wheel;轮子;輪子;KOLO;HJUL;Rad;ΤΡΟΧΟΣ;Pyörä;Roue;RODA, II;Ruota;車輪，輪;바퀴;WIEL, RAD;HJUL;KOŁO;Roda;RUEDA;HJUL;GULONG
1200004601;Whip;鞭子;鞭子;BIČ;PISK;Peitsche;ΜΑΣΤΙΓΙΟ;Ruoska;Fouet;CAMBUK;Frusta;むち;채찍;ZWEEP;PISK, SVEPE;BICZ;Chicote;LÁTIGO;PISKA;PANGHAGUPIT, PANGHAMPAS
1200004602;White;白色;白色;BÍLÁ;HVID;Weiß;ΛΕΥΚΟ;Valkoinen;Blanc;PUTIH;Bianco;白;흰색;WIT;HVITT;BIAŁY KOLOR;Branco;BLANCO;VITT;PUTI
1200004603;Wickedness;邪恶;邪惡;NIČEMNOST;;Bosheit;ΠΟΝΗΡΙΑ;Paha, pahuus, jumalattomuus;Méchanceté;FASIK, KEFASIKAN;Malvagità;邪悪，悪;악;GODDELOOSHEID;;;Iniqüidade;INIQUIDAD;;KABALAKYUTAN
1200004604;Widow;寡妇;寡婦;VDOVA;ENKE;Witwe;ΧΗΡΑ;Leski;Veuve;JANDA;Vedova;やもめ;과부;WEDUWE;ENKE;WDOWA;Viúva;VIUDA;ÄNKA;BALO, BABAING
1200004605;Wife;妻子;妻子;MANŽELKA;HUSTRU;Ehefrau;ΣΥΖΥΓΟΣ, Η;Vaimo;Épouse;ISTRI;Moglie;妻;아내;ECHTGENOTE;HUSTRU;ŻONA;Esposa;ESPOSA;HUSTRU;ASAWANG BABAE
1200004606;Wild Ass;野驴;野驢;DIVOKÝ OSEL;VILDÆSEL;Wildesel;ΑΓΡΙΟ ΓΑΪΔΟΥΡΙ;Villiaasi;;;;野ろば;들나귀;WILDE EZEL;VILLESEL;DZIKI OSIOŁ;;;VILDÅSNA;MAILAP NA ASNO
1200004607;Wild Bull;野牛;野牛;DIVOKÝ BÝK;VILDOKSE;Wildstier;ΑΓΡΙΟΣ ΤΑΥΡΟΣ;Villihärkä;;;;野牛;들소;WILDE STIER;VILLOKSE;DZIKI BYK;Touro selvagem;;VILDOXE;TORONG GUBAT
1200004608;Wilderness;旷野;曠野;PUSTINA;ØRKEN;Wildnis;ΕΡΗΜΟΣ;Erämaa;Désert;PADANG BELANTARA;Deserto;荒野;광야;WILDERNIS;ØDEMARK;PUSTKOWIE;Ermo;DESIERTO;VILDMARK;ILANG
1200004609;Wilderness of Judah;;;;;Wildnis Juda;ΕΡΗΜΟΣ ΤΟΥ ΙΟΥΔΑ;;Désert de Juda;PADANG BELANTARA YEHUDA (YUDEA);Deserto di Giuda;;;WILDERNIS VAN JUDA;;PUSTKOWIE JUDZKIE;Ermo de Judá;DESIERTO DE JUDÁ;;ILANG NG JUDA
1200004610;Wild Goat;野山羊;野山羊;KOZOROŽEC;VILDGED;Wildziege;ΑΙΓΑΓΡΟΣ;Villivuohi;;;;野やぎ;들염소;WILDE GEIT;VILLGEIT;KOZIOROŻEC;Cabrito-Montês;;VILDGET;MAILAP NA KAMBING
1200004611;Willow;柳树;柳樹;VRBA;PILETRÆ;Weide;ΙΤΙΑ;Paju;Saule;WILOW;Salice;柳;버드나무;WILG;PIL, PILETRE;WIERZBA;Salgueiro;SAUCE;PILTRÄD;SAUSE
1200004612;Wind;风;風;VÍTR;VIND;Wind;ΑΝΕΜΟΣ;Tuuli;Vent;ANGIN;Vento;風;바람;WIND;VIND;WIATR;Vento;VIENTO;VIND;HANGIN
1200004613;Window;窗（房屋的）;窗（房屋的）;OKNO;VINDUE;Fenster;ΠΑΡΑΘΥΡΟ;Ikkuna;Fenêtre;JENDELA;Finestra;窓;창문;VENSTER;VINDU;OKNO;Janela;VENTANA;FÖNSTER;BINTANA
1200004614;Wine and Strong Drink;酒;酒;VÍNO A;VIN OG STÆRKE DRIKKE;Wein und starkes Getränk;ΚΡΑΣΙ ΚΑΙ ΔΥΝΑΤΑ ΠΟΤΑ;Viini ja väkevät alkoholijuomat;Vin et boisson forte;ANGGUR DAN MINUMAN KERAS;Vino e altre bevande alcoliche;ぶどう酒や強い酒;포도주와 독한 술;WIJN EN STERKE DRANK;VIN OG STERK DRIKK;WINO I;Vinho e bebida forte;VINO Y BEBIDAS ALCOHÓLICAS;VIN OCH STARKA DRYCKER;ALAK AT MATAPANG NA INUMIN
1200004615;Winepress;;;VINNÝ LIS;VINPERSE;Weinkelter;;Viinikuurna;;PEMERAS ANGGUR;Torchio;ぶどう搾り場;포도 압착조;WIJNPERS;VINPRESSE;WINNA TŁOCZNIA;Lagar de vinho;;VINPRESS;
1200004616;Wineskins;皮袋;皮袋;VINNÉ MĚCHY;SKINDSÆK;Weinschläuche;;Viinileilit;Outres;KIRBAT ANGGUR;;皮袋;가죽 부대;WIJNZAKKEN;VINSEKK;;Odres;;VINSÄCK;SISIDLANG BALAT
1200004617;Winnowing;扬谷;揚穀;PŘEVÍVÁNÍ;KORNRENSNING;Worfeln;ΛΙΧΝΙΣΜΑ;Viljan viskaaminen;Vannage;TAMPI, MENAMPI;Ventilare;あおり分け;넉가래질;WANNEN;KORNKASTING;ODWIEWANIE;Joeirar;AVENTAR;SÄDESRENSNING;PAGTATAHIP
1200004618;Wisdom;智慧;智慧;MOUDROST;VISDOM;Weisheit;ΣΟΦΙΑ;Viisaus;Sagesse;HIKMAT;Sapienza;知恵;지혜;WIJSHEID;VISDOM;MĄDROŚĆ;Sabedoria;SABIDURÍA;VISHET;KARUNUNGAN
1200004619;Witness;证人;證人;SVĚDEK;VIDNE;Zeuge;ΜΑΡΤΥΡΑΣ;Todistaja;Témoin;SAKSI;Testimone;証人;증언;GETUIGE;VITNE;ŚWIADEK;Testemunha;TESTIGO;VITTNE;SAKSI
1200004620;Wolf;狼;狼;VLK;ULV;Wolf;ΛΥΚΟΣ;Susi, I;Loup;SERIGALA;Lupo;おおかみ;이리, II;WOLF;ULV;WILK;Lobo;LOBO;VARG;LOBO
1200004621;Woman;女人，妇女;女人，婦女;ŽENA;KVINDE;Frau;ΓΥΝΑΙΚΑ;Nainen;Femme;WANITA;Donna;女，婦人;여자;VROUW;KVINNE;KOBIETA;Mulher;MUJER;KVINNA;BABAE
1200004622;Womb;母腹;母腹;LŮNO;MODERLIV;Mutterschoß;ΜΗΤΡΑ;Kohtu;Matrice;RAHIM;Seno;胎;태(胎);MOEDERSCHOOT;MORSLIV;ŁONO;Madre;MATRIZ;MODERLIV;BAHAY-BATA
1200004623;Woof;纬线;緯線;ÚTEK;SKUDGARN;Schuß;ΥΦΑΔΙ;Kude;Trame;PAKAN;Trama;横糸;씨실;INSLAG;INNSLAG;WĄTEK;Trama;TRAMA;;HIBLANG PAHALANG
1200004624;Wool;羊毛;羊毛;VLNA;ULD;Wolle;ΜΑΛΛΙ;Villa;Laine;WOL;Lana;羊毛;양털, 양모;WOL;ULL;WEŁNA;Lã;LANA;ULL;LANA, BALAHIBO NG TUPA
1200004625;Word, The;话语;話語;SLOVO;ORD, ORDET;Wort, Das;ΛΟΓΟΣ, Ο;Sana;Parole (La);FIRMAN;Parola, La;言葉;말씀;WOORD, HET;ORD, ORDET;SŁOWO;Palavra, A;PALABRA, LA;ORD, ORDET;SALITA, ANG
1200004626;Work;工作，行为;工作，行為;PRÁCE;ARBEJDE;Arbeit;ΕΡΓΑΣΙΑ, ΕΡΓΟ;Työ;Travail, œuvre;KERJA, BEKERJA;Lavoro, Opera;仕事，業，働く;일, 행함;WERK;ARBEID, GJERNING, VERK;PRACA, UCZYNKI;Trabalho, obra;TRABAJO;ARBETE, GÄRNING, VERK;PAGGAWA, PAGPAPAGAL
1200004627;World;世界，世人;世界，世人;SVĚT;VERDEN;Welt;ΚΟΣΜΟΣ;Maailma;Monde;DUNIA;Mondo;世，世界;세상;WERELD;VERDEN;ŚWIAT;Mundo;MUNDO;VÄRLD;SANLIBUTAN
1200004628;Worm;虫;蟲;ČERV;ORM;Wurm;;Mato;Ver;;Verme;虫;벌레;WORM;;ROBAK;Verme;GUSANO;MASK;
1200004629;Wormwood;苦艾;苦艾;PELYNĚK;MALURT;Wermut;ΑΨΙΘΙΑ;Koiruoho;Absinthe;TANAMAN PAHIT;Assenzio;苦よもぎ;쓴 쑥;ALSEM;MALURT;PIOŁUN;Absinto;AJENJO;MALÖRT;AHENHO
1200004630;Worship;崇拜;崇拜;UCTÍVÁNÍ;TILBEDELSE;Anbetung;ΛΑΤΡΕΙΑ;Palvonta;Culte;IBADAT;Adorazione;崇拝;숭배;AANBIDDING;TILBEDELSE;ODDAWANIE CZCI;Adoração;ADORACIÓN;TILLBEDJAN;PAGSAMBA
1200004631;Wrath;愤怒;憤怒;ZLOBA;FORBITRELSE;;ΟΡΓΗ;Vihastus;Fureur;MURKA, KEMURKAAN;Collera;憤り;진노;GRAMSCHAP;HARME;SROGI GNIEW, SROGIE ZAGNIEWANIE;Furor;IRA;RASERI;
1200004632;Writing;著作;著作;PSANÍ;SKRIVEKUNST;Schreiben;ΓΡΑΦΗ, 1;Kirjoittaminen;Écrire, écriture;TULIS, MENULIS;Scrittura;書く;기록;SCHRIJVEN;SKRIVNING;PISMO, PISANIE;Escrita;ESCRITURA;SKRIFT;PAGSULAT
1200004633;Yah;雅;雅;;;;;;;;Yah;;;;;;Iah;YAH;;YAH
1200004634;Yahweh;雅威;雅威;JAHVE;JAHVE;Jahwe;ΓΙΑΧΒΕ;Jahve;Yahvé, Yahweh;YAHWEH;Yahweh;ヤハウェ;야훼;JAHWEH;JAHVE;JAHWE;Javé;YAHVÉ;JAHVE;YAHWEH
1200004635;Year;年;年;ROK;ÅR;Jahr;ΕΤΟΣ;Vuosi;Année;TAHUN;Anno;年;년, 해;JAAR;ÅR;ROK;Ano;AÑO;ÅR;TAON
1200004636;Yeast;;;KVASNICE;GÆR;Hefe;ΜΑΓΙΑ;Hiiva;Levure;;;;효모;;GJÆRING;DROŻDŻE;;;;
1200004637;Yiron;以利稳;以利穩;JIRON;JIRON;Jiron;ΓΙΡΩΝ;Jiron;Yirôn;YIRON;Iiron;イルオン;이론;JIRON;JIRON;JIREON;Irom;YIRÓN;JIRON;YIRON
1200004638;Yohdh;约德;約德;JÓDH;JŌDH;Jod;ΓΙΩΔ;Jod;Yôdh;YOD;Yohdh;ヨード;요드;JŌDH;JODH;JOD;Iode;YOHDH;JŌDH;YOD
1200004639;Yoke;轭;軛;JHO;ÅG;Joch;ΖΥΓΟΣ;Ies;Joug;KUK;Giogo;くびき;멍에;JUK (II);ÅK;JARZMO;Jugo;YUGO;OK;PAMATOK
1200004640;Zaanan;撒南;撒南;CAANAN;ZA’ANAN;Zaanan;ΣΑΑΝΑΝ;Saanan;Tsaanân;ZAANAN;Zaanan;ツァアナン;사아난;SAÄNAN;SA’ANAN;CAANAN;Zaanã;ZAANÁN;SAANAN;ZAANAN
1200004641;Zaanannim;撒南宁;撒南寧;CAANANNIM;ZA’ANANNIM;Zaanannim;ΣΑΑΝΑΝΙΜ;Saanannim;Tsaanannim;ZAANANIM;Zaanannim;ツァアナニム;사아난님;SAÄNANNIM;SA’ANANNIM;CAANANNIM;Zaananim;ZAANANIM;SAANANNIM;ZAANANIM
1200004642;Zaavan;撒番;撒番;ZAAVAN;ZA’AVAN;Saawan;ΖΑΑΒΑΝ;Saavan;Zaavân;ZAAWAN;Zaavan;ザアワン;사아완;ZAÄVAN;SA’AVAN;ZAAWAN;Zaavã;ZAAVÁN;SAAVAN;ZAAVAN
1200004643;Zabad;撒拔;撒拔;ZABAD;ZABAD;Sabad;ΖΑΒΑΔ;Sabad;Zabad;ZABAD;Zabad;ザバド;자밧;ZABAD;SABAD;ZABAD;Zabade;ZABAD;SABAD;ZABAD
1200004644;Zabbai;萨拜;薩拜;ZABBAI;ZABBAJ;Sabbai;ΖΑΒΒΑΪ;Sabbai;Zabbaï;ZABAI;Zabbai;ザバイ;삽배;ZABBAI;SABBAI;ZABBAJ;Zabai;ZABAI;SABBAI;ZABAI
